Id,Predicted
1,0.45562930527058765
2,0.9999972744382264
3,0.9997542074243803
4,1.0
5,1.0
6,1.0
7,0.9999999999999989
8,0.9999999999969718
9,1.0
10,1.0
11,1.0
12,1.0
13,0.9724253281105906
14,1.0
15,1.0
16,1.0
17,1.0
18,0.9999870933829158
19,1.0
20,0.1430006689326661
21,0.9249599371437844
22,0.02378469673050236
23,1.0
24,0.9999652453972661
25,0.5726840886161929
26,0.9999999747056725
27,3.120033517848567e-26
28,0.0002578073168230573
29,0.016479843278505144
30,0.0365453568951048
31,0.9998897234363942
32,1.0
33,1.0
34,1.0
35,0.9999999999999993
36,1.0
37,1.0
38,1.0
39,1.0
40,1.0
41,1.0
42,0.13040234807556425
43,0.007589502673435172
44,0.38190623452198197
45,1.0
46,0.9999999999846898
47,1.0
48,0.9999999999921589
49,0.9999801310399478
50,1.0
51,1.0
52,2.9642369380755825e-07
53,1.6340961342215557e-09
54,0.09001061652071554
55,0.0010460443510362473
56,0.5753330642755109
57,1.0
58,1.0
59,0.9999999999802809
60,1.0
61,1.0
62,0.011228678005818072
63,0.03889003321200084
64,0.027629670227991978
65,1.0
66,1.0
67,0.9999999971753208
68,0.014089664427092249
69,0.07357108331326495
70,0.11328064496527282
71,1.0
72,1.0
73,1.0
74,0.9232552260522674
75,0.9999999999997164
76,0.9993115231418785
77,1.0
78,1.0
79,1.0
80,1.0
81,1.0
82,0.050504454900651655
83,0.14183103380931672
84,0.9999914080254843
85,0.9999999032336386
86,0.9323439906373889
87,0.021965430179988962
88,0.10301511190476202
89,1.0
90,0.9996846937778618
91,1.0
92,0.9999999999996276
93,0.999999999995864
94,1.0
95,0.9733477708864818
96,0.02613032747074929
97,0.012819185107232449
98,0.9999999999655327
99,0.9999987441548652
100,0.03900840608376238
101,1.0
102,1.0
103,1.0
104,1.0
105,0.026078109616576167
106,2.110946425760507e-07
107,0.3070257948480502
108,1.0
109,0.9992565324857738
110,0.9984151635352116
111,0.004337027088933311
112,0.17879882819162135
113,0.046580788945910626
114,0.07617449196349697
115,0.07152205447562184
116,0.9999999999670388
117,1.0
118,0.06617723997982992
119,1.0
120,1.0
121,1.0
122,0.36147629760030153
123,0.160096175979143
124,0.8068209756765627
125,0.9998678665038242
126,0.11231838495655352
127,0.3228353219568391
128,0.9987892079550128
129,0.9807767619067311
130,0.8512407280218137
131,0.09514185715761103
132,1.0
133,1.0
134,1.0
135,0.04869517718331576
136,0.06469017149534084
137,0.9622372971140118
138,0.9999858152606997
139,1.0
140,1.0
141,0.9999999987796835
142,0.9999999999999976
143,0.0416351213741729
144,0.9998580833618191
145,0.9999999999971982
146,1.0
147,0.2648562434288381
148,1.0
149,1.0
150,1.0
151,0.9999999999998834
152,0.890200607250778
153,0.7691144451411607
154,1.0
155,0.9999999999999998
156,0.9999999885813114
157,0.03081831518600462
158,1.0
159,0.9999997518041329
160,1.0
161,0.9997429507808813
162,0.8747404093639684
163,1.0
164,1.0
165,0.40656285616629234
166,1.0
167,1.0
168,1.0
169,0.9999999943833093
170,1.0
171,1.0
172,0.9999999997077718
173,1.0
174,1.0
175,1.0
176,1.0
177,1.0
178,0.16487103751872514
179,0.00014110603557249246
180,0.13313435717465774
181,0.9999963220362208
182,0.989576788970526
183,0.9999999945620477
184,1.0
185,1.3108059763338272e-09
186,0.10610605346038735
187,0.01722357097907888
188,0.9999999248651589
189,0.034215040459453595
190,0.3208920658610169
191,0.9999999999734082
192,0.9999999999988467
193,0.8070572171291205
194,0.5163727636291529
195,0.9999999999042242
196,1.0
197,0.9999999999996352
198,0.019244523935551313
199,0.04902631899568133
200,1.0
201,1.0
202,0.9999999999999936
203,0.99999999996689
204,1.0
205,1.0
206,0.9999994883120242
207,1.0
208,1.0
209,1.0
210,1.0
211,0.03462200622371192
212,0.9997676421686231
213,0.9953613728942768
214,1.0
215,1.0
216,1.0
217,1.0
218,1.0
219,1.0
220,1.0
221,0.9999999999999984
222,0.9898035165714625
223,0.023274233176468304
224,0.9999999999999798
225,0.9999999999999984
226,0.9999990041784239
227,0.9999999999986182
228,0.3660692066971395
229,1.0
230,1.0
231,1.0
232,0.9282564130636051
233,1.0
234,1.0
235,1.2394605010445894e-06
236,1.0
237,1.0
238,0.0002584939550371529
239,0.003990212595159202
240,1.0
241,1.0
242,1.0
243,1.0
244,1.0
245,1.0
246,1.0
247,0.0008254385476168299
248,1.0
249,1.0
250,0.9995039109790533
251,0.9999999999353357
252,0.9999999990890434
253,1.0
254,0.01886174631025122
255,0.17793279496584963
256,0.14127282015618667
257,0.9966791616657115
258,1.0
259,1.0
260,1.0
261,1.0
262,1.0
263,1.0
264,0.9999999869090048
265,0.9999999999999942
266,0.00401655258052433
267,0.998083417815008
268,0.7525367090847132
269,1.0
270,0.9999999999999809
271,0.9987199485939939
272,1.0
273,0.3210742796981463
274,1.0
275,1.0
276,1.0
277,0.9998133606831358
278,0.4358481347645066
279,0.9999843349896793
280,0.9999999999950917
281,0.9999986784295347
282,0.9999994539303987
283,0.00013628527560297934
284,1.0
285,1.0
286,1.0
287,0.12406967231099823
288,1.0
289,0.999962419135527
290,1.0
291,1.0
292,0.03367056762899657
293,0.753785931709439
294,1.0
295,0.018503010664755966
296,0.9999989988179773
297,0.999999999932079
298,1.0
299,0.999999965403728
300,0.9999999999810598
301,1.0
302,0.9999999999999838
303,0.9999999999919733
304,1.0
305,0.9908631085997911
306,0.07312960486444466
307,0.9999999998442575
308,0.9999999999902027
309,0.047706172013760643
310,0.8341457218456709
311,1.6212558387172503e-18
312,1.0
313,1.0
314,1.0
315,0.999999999986497
316,1.0
317,0.032770407992386126
318,0.9999999999130635
319,1.0
320,1.0
321,1.0
322,1.0
323,1.0
324,1.0
325,1.0
326,1.0
327,1.0
328,0.9678085489765464
329,1.0
330,0.9999900464545508
331,0.298806603806806
332,0.9999999999912872
333,1.0
334,0.9999999999998357
335,0.9999994520246457
336,0.23973630898339635
337,0.9871051730648559
338,1.0
339,0.02086972547187368
340,1.0
341,1.0
342,1.0
343,1.0
344,0.9999999995684941
345,0.9999999999999145
346,0.9996952965675466
347,0.9999999999814098
348,0.9999999999999998
349,1.0
350,0.999999999808908
351,0.4977238089112095
352,0.01059902723806518
353,0.0385056017910609
354,0.9999999856702586
355,0.9985812496963772
356,0.9228891263139014
357,1.0
358,1.0
359,1.0
360,0.998952481165506
361,0.999999999999954
362,0.9999998372814536
363,0.7245022987774001
364,0.46759266557289875
365,1.0
366,1.0
367,1.0
368,1.0
369,1.0
370,1.0
371,1.0
372,0.011078141162624119
373,0.05161589862344085
374,1.0
375,0.9526683632893368
376,0.9217825282614331
377,0.9999999999999944
378,0.000361163013648446
379,3.5220347904927616e-05
380,1.0
381,0.00730048776332312
382,0.009217171394601013
383,0.9999942222320556
384,0.9999978546215235
385,8.355732622087096e-10
386,0.015015698691180985
387,0.007843988896805064
388,1.0
389,0.9960872393898157
390,0.018953919287868968
391,0.9999999969526914
392,0.6494072544268976
393,0.043922653969389866
394,1.0
395,1.0
396,0.08443506912242983
397,0.08574636181207808
398,0.999999999754509
399,0.999999999844718
400,0.2101260569123929
401,0.7001230019805685
402,0.2572650064636721
403,0.0003954748130975816
404,0.2872130405770285
405,0.25840197090881006
406,0.013069209987719448
407,0.9991593251738781
408,1.0
409,0.9973976447083801
410,1.0
411,1.0
412,1.0
413,0.22200343929397667
414,1.0
415,1.0
416,1.0
417,0.0018785627113887206
418,1.0
419,1.0
420,1.0
421,0.06477001129412344
422,1.0
423,1.0
424,0.0989086249745288
425,0.7992544628957836
426,0.15053652043529897
427,1.0
428,0.18465354182854185
429,0.1661238969297706
430,0.07785322570471262
431,0.9999966097487757
432,1.0
433,1.0
434,0.3810625329274474
435,0.9988817618003023
436,0.9999952479681924
437,0.9999999999867344
438,0.44173470772267837
439,0.12225460496709921
440,0.04102393293170929
441,3.518674268107196e-10
442,1.1927185123379852e-09
443,4.337603740980416e-14
444,0.001751271830607013
445,0.9999999999285791
446,0.9972790740097296
447,1.0
448,0.9999999999258204
449,1.0
450,0.9999999930777412
451,0.9999999996098594
452,0.9999999999891807
453,0.009162760255334728
454,0.8529607941725873
455,1.0
456,1.0
457,0.0720094276658048
458,0.02247659533520832
459,0.9999999997837778
460,0.35673404933882996
461,1.0
462,1.0
463,1.0
464,1.0
465,1.0
466,0.8869410465850482
467,1.0
468,1.0
469,1.0
470,0.05598652311019024
471,0.010679689739092316
472,0.11608910669241897
473,0.99998518625644
474,3.86193596439857e-10
475,0.9999991721400329
476,1.0
477,1.0
478,0.17123622471749117
479,0.08378867061474457
480,0.0007316797257478844
481,0.9999241513178329
482,0.0003177948058104161
483,1.505592304284247e-11
484,0.022052626588964768
485,0.06851914571160762
486,7.504442568262782e-06
487,0.10449935318206262
488,0.9996986520094574
489,0.8804648606219122
490,0.08830806475295208
491,0.9791566371722441
492,0.9999996261700653
493,0.9989145356940703
494,1.0
495,1.0
496,0.9987723188088791
497,0.0007141641010790509
498,1.0
499,1.0
500,0.34719138386311726
501,1.0
502,0.9965734869876783
503,1.0
504,1.0
505,1.0
506,1.0
507,1.0
508,1.0
509,1.0
510,1.0
511,1.0
512,1.0
513,1.0
514,1.0
515,1.0
516,1.0
517,1.0
518,1.0
519,1.0
520,0.05693510362961467
521,1.0
522,1.0
523,0.9999996617973153
524,0.9999999958051409
525,0.9999999999998623
526,0.9978267143457342
527,1.0
528,1.0
529,1.0
530,1.0
531,1.0
532,1.0
533,1.0
534,1.0
535,1.0
536,1.0
537,1.0
538,1.0
539,1.0
540,0.7439535399639721
541,0.9999999999999978
542,1.0
543,1.0
544,0.07885325076281172
545,0.04861583519952539
546,1.0
547,0.5275653078876746
548,8.096784658482342e-11
549,0.002154294865753835
